hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,12.49,31.81,0.0,1.27,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,5914.44,0.0,7.82,0.0,28.69
1,13.2,35.17,0.0,1.3,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,5919.47,0.0,7.85,0.0,31.21
2,13.86,38.76,0.0,1.11,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,5924.5,0.0,7.81,0.0,27.7
3,14.35,42.06,0.0,1.12,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,5929.52,0.0,7.81,0.0,27.99
4,15.0,45.63,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,5934.55,0.0,7.82,0.0,28.16
5,15.52,50.61,0.0,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,5939.58,0.0,7.81,0.0,28.02
6,15.95,55.58,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,5944.6,0.0,0.0,7.83,29.0
7,16.22,60.47,1.66,1.18,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,5949.63,0.0,0.0,7.81,27.78
8,16.41,64.31,10.5,1.19,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,5954.66,0.0,0.0,7.85,31.14
9,16.56,67.7,19.1,1.31,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,5959.69,0.0,0.0,7.92,37.23
10,16.6,71.35,25.42,1.38,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,5964.71,0.0,0.0,7.95,40.06
11,16.7,74.09,26.14,1.38,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,5969.74,0.0,0.0,7.99,43.68
12,16.67,75.41,21.02,1.29,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,5974.77,0.0,0.0,8.02,46.73
13,16.66,75.64,13.95,1.36,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,5979.79,0.0,0.0,8.0,44.52
14,16.57,75.5,7.12,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,5984.82,0.0,0.0,7.91,37.07
15,16.55,76.71,2.1,1.27,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,5989.85,0.0,0.0,7.87,33.46
16,16.53,78.71,0.0,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,5994.87,0.0,0.0,7.85,31.38
17,16.5,80.02,0.0,1.33,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,5999.9,0.0,0.0,7.86,32.25
18,16.39,80.78,0.0,1.45,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,6004.93,0.0,0.0,7.88,34.03
19,16.48,80.36,0.0,1.82,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,6009.95,0.0,0.0,7.91,37.01
20,16.41,79.88,0.0,1.71,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,6014.98,0.0,0.0,7.95,40.36
21,16.11,77.59,0.0,1.5,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,6020.01,0.0,0.0,7.92,37.94
22,16.43,75.66,0.0,1.47,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,6025.03,0.0,0.0,7.9,35.63
23,16.1,75.15,0.0,1.39,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,6030.06,0.0,0.0,7.85,31.3
24,15.75,73.74,0.0,1.31,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,6035.09,0.0,0.0,7.86,32.15
25,15.62,70.02,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,6040.11,0.0,0.0,7.89,34.47
26,14.95,66.08,0.0,1.1,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,6045.14,0.0,0.0,7.86,31.91
27,14.4,61.48,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,6050.17,0.0,0.0,7.85,31.55
28,14.27,58.04,0.0,1.16,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,6055.19,0.0,7.85,0.0,31.29
29,14.28,59.76,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,6060.22,0.0,0.0,7.84,30.09
30,14.71,67.27,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,6065.25,0.0,0.0,7.85,31.4
31,15.09,77.06,0.69,1.18,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,6070.27,0.0,0.0,7.89,35.17
32,15.61,83.56,7.51,1.23,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-8.52,0.0,0.0,6075.3,0.0,0.0,7.9,35.83
