hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
47,16.13,72.64,0.0,1.93,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,0.0,0.0,10722.62,0.0,0.0,7.96,40.97
48,15.97,70.19,0.0,1.9,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-8.52,0.0,0.0,10727.65,0.0,0.0,7.96,41.35
49,15.72,66.7,0.0,1.79,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,8.84,0.0,10732.67,0.0,8.06,0.0,50.11
50,15.41,63.48,0.0,1.73,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,8.84,0.0,10737.7,0.0,8.03,0.0,47.9
51,15.01,59.98,0.0,1.64,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-8.52,8.84,0.0,10742.73,0.0,8.04,0.0,48.27
52,14.36,55.95,0.0,1.49,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,17.67,0.0,10747.76,0.0,8.04,0.0,48.49
53,13.58,51.38,0.0,1.45,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,17.67,0.0,10752.78,0.0,8.05,0.0,49.2
54,12.79,47.14,0.0,1.48,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,17.67,0.0,10757.81,0.0,8.06,0.0,50.23
55,12.7,44.14,0.82,1.53,0.0,0.0,4.97,0.0,0.0,-0.0,-0.0,-8.52,17.67,0.0,10762.84,0.0,8.12,0.0,55.65
56,12.95,42.08,11.59,1.67,0.0,0.0,0.11,0.0,0.0,-0.0,-0.0,-8.52,12.14,0.0,10767.86,0.0,8.17,0.0,59.89
57,13.2,39.92,26.66,1.71,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,12.02,0.0,10772.89,0.0,8.23,0.0,65.43
58,13.75,42.14,34.71,1.88,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,12.02,0.0,10777.92,0.0,8.24,0.0,66.78
59,14.5,46.2,39.32,1.99,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,12.02,0.0,10782.94,0.0,8.31,0.0,73.24
60,15.0,49.48,37.54,2.01,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,12.02,0.0,10787.97,0.0,8.35,0.0,76.88
61,15.32,50.81,31.76,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,12.02,0.0,10793.0,0.0,8.35,0.0,76.5
62,15.6,52.86,20.08,1.85,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,12.02,0.0,10798.02,0.0,8.28,0.0,70.23
63,15.89,58.57,5.74,1.71,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,12.02,0.0,10803.05,0.0,8.22,0.0,64.6
64,16.13,63.96,0.0,1.72,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,12.02,0.0,10808.08,0.0,8.2,0.0,62.77
65,16.42,66.59,0.0,1.9,0.0,0.0,0.0,0.0,0.0,-8.62,-0.0,-8.52,12.02,0.0,10813.1,0.0,8.16,0.0,59.63
66,16.59,68.58,0.0,2.21,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,20.21,0.0,10818.13,0.0,8.2,0.0,62.82
67,16.56,69.97,0.0,2.57,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-8.52,20.21,0.0,10823.16,0.0,8.23,0.0,66.07
68,16.51,71.16,0.0,2.56,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,29.05,0.0,10828.18,0.0,8.21,0.0,64.1
69,16.44,70.45,0.0,2.27,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,29.05,0.0,10833.21,0.0,8.16,0.0,59.02
70,16.37,69.62,0.0,2.27,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,29.05,0.0,10838.24,0.0,8.15,0.0,58.28
71,16.35,69.02,0.0,2.14,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,29.05,0.0,10843.26,0.0,8.08,0.0,51.9
72,16.28,68.92,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-8.52,29.05,0.0,10848.29,0.0,8.07,0.0,51.27
73,16.21,67.81,0.0,1.85,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,37.88,0.0,10853.32,0.0,8.08,0.0,51.85
74,16.17,69.09,0.0,1.72,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,37.88,0.0,10858.34,0.0,8.05,0.0,49.77
75,15.91,69.5,0.0,1.73,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,37.88,0.0,10863.37,0.0,8.06,0.0,50.28
76,15.95,70.98,0.0,1.78,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,37.88,0.0,10868.4,0.0,8.06,0.0,50.69
77,16.09,72.56,0.0,1.86,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,37.88,0.0,10873.43,0.0,8.08,0.0,51.95
78,16.04,73.58,0.0,2.07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,37.88,0.0,10878.45,0.0,8.08,0.0,51.82
79,16.0,74.23,0.17,2.42,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,37.88,0.0,10883.48,0.0,8.1,0.0,53.85
80,15.97,76.4,5.16,2.75,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,37.88,0.0,10888.51,0.0,8.15,0.0,58.35
81,15.95,78.28,13.6,3.17,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-8.52,37.88,0.0,10893.53,0.0,0.0,8.23,66.15
82,16.1,81.72,25.74,3.26,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-8.52,46.72,0.0,10898.56,0.0,0.0,8.28,70.69
83,16.29,85.36,32.91,3.2,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-8.52,55.55,0.0,10903.59,0.0,0.0,8.33,75.28
84,16.49,87.55,32.92,3.3,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-8.52,64.39,0.0,10908.61,0.0,0.0,8.38,79.05
85,16.63,87.99,30.86,3.32,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-8.52,73.22,0.0,10913.64,0.0,0.0,8.38,79.18
86,16.7,86.38,21.8,3.22,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-8.52,82.06,0.0,10918.67,0.0,0.0,8.27,69.1
87,16.74,83.42,6.45,3.21,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-8.52,90.89,0.0,10923.69,0.0,0.0,8.22,65.17
88,16.68,80.26,0.03,3.26,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,99.73,0.0,10928.72,0.0,8.21,0.0,64.27
89,16.56,76.06,0.0,3.41,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-8.52,99.73,0.0,10933.75,0.0,8.21,0.0,64.08
90,16.35,71.71,0.0,3.76,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,108.56,0.0,10938.77,0.0,8.25,0.0,67.17
91,16.1,68.21,0.0,3.98,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,108.56,0.0,10943.8,0.0,8.28,0.0,70.18
92,15.84,65.48,0.0,3.78,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,108.56,0.0,10948.83,0.0,8.22,0.0,64.96
93,15.43,65.2,0.0,3.36,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,108.56,0.0,10953.85,0.0,8.19,0.0,62.01
94,15.18,64.65,0.0,3.05,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,108.56,0.0,10958.88,0.0,8.13,0.0,56.42
95,14.77,66.44,0.0,2.94,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,108.56,0.0,10963.91,0.0,8.09,0.0,53.22
96,15.21,69.95,0.0,2.86,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,108.56,0.0,10968.93,0.0,8.08,0.0,51.75
97,15.44,74.79,0.0,2.69,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,108.56,0.0,10973.96,0.0,8.09,0.0,52.98
98,15.51,79.86,0.0,2.54,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-8.52,108.56,0.0,10978.99,0.0,0.0,8.07,51.21
99,15.81,83.41,0.0,2.41,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-8.52,117.4,0.0,10984.01,0.0,0.0,8.07,51.59
100,16.47,84.48,0.0,2.36,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-8.52,126.23,0.0,10989.04,0.0,0.0,8.08,51.9
101,16.56,84.28,0.0,2.36,0.0,0.0,0.0,0.0,0.0,-9.3,-25.67,-8.52,135.07,0.0,10994.07,0.0,0.0,8.08,52.56
102,16.31,83.64,0.0,2.57,0.0,0.0,0.0,0.0,0.0,-9.3,-25.67,-8.52,143.9,23.1,10999.1,0.0,0.0,8.11,54.46
103,15.76,82.39,0.22,2.99,0.0,0.0,0.0,0.0,0.0,-9.3,-25.67,-8.52,152.74,46.21,11004.12,0.0,0.0,8.1,53.5
104,15.07,80.76,2.4,3.41,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,161.57,69.31,11009.15,0.0,8.19,0.0,62.2
105,14.29,78.74,5.84,3.62,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,161.57,69.31,11014.18,0.0,8.22,0.0,64.56
106,13.49,76.38,8.42,3.77,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-8.52,161.57,69.31,11019.2,0.0,8.28,0.0,70.6
107,13.07,73.79,9.94,3.75,0.0,0.0,0.0,0.0,0.0,-0.0,-19.14,-8.52,170.41,69.31,11024.23,0.0,8.31,0.0,72.89
108,12.59,71.52,10.49,3.63,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,170.41,86.54,11029.26,0.0,8.33,0.0,74.89
109,11.66,68.87,9.62,3.37,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-8.52,170.41,86.54,11034.28,0.0,8.29,0.0,71.55
110,10.54,66.32,5.78,3.19,0.0,0.0,0.0,0.0,0.0,-0.0,-6.42,-8.52,179.24,86.54,11039.31,0.0,8.27,0.0,69.09
111,8.97,64.66,1.64,2.98,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,179.24,92.32,11044.34,0.0,8.24,0.0,66.98
112,7.41,60.77,0.0,2.96,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,179.24,92.32,11049.36,0.0,8.19,0.0,62.46
113,7.7,56.99,0.0,3.16,0.0,0.0,2.41,0.0,0.0,-0.0,-0.0,-8.52,179.24,92.32,11054.39,0.0,8.19,0.0,61.73
114,8.06,53.36,0.0,3.71,0.0,0.0,6.62,0.0,0.0,-0.0,-0.0,-8.52,176.56,92.32,11059.42,0.0,8.2,0.0,63.23
115,8.22,55.45,0.0,4.18,0.0,0.0,5.46,0.0,0.0,-0.0,-0.0,-8.52,169.2,92.32,11064.44,0.0,8.22,0.0,64.8
116,9.45,60.73,0.0,3.97,0.0,0.0,1.78,0.0,0.0,-0.0,-0.0,-8.52,163.13,92.32,11069.47,0.0,8.25,0.0,67.42
117,10.97,63.38,0.0,3.6,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,161.15,92.32,11074.5,0.0,8.19,0.0,62.09
118,11.83,62.77,0.0,3.39,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,161.15,92.32,11079.52,0.0,8.13,0.0,56.95
119,12.26,63.62,0.0,3.24,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-8.52,161.15,92.32,11084.55,0.0,8.09,0.0,52.62
120,12.37,62.41,0.0,3.03,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,169.99,92.32,11089.58,0.0,8.08,0.0,52.2
121,12.75,59.92,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-8.52,169.99,92.32,11094.6,0.0,8.09,0.0,53.19
122,13.29,58.11,0.0,2.7,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,178.82,92.32,11099.63,0.0,8.12,0.0,55.79
123,13.45,55.14,0.0,2.65,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,178.82,92.32,11104.66,0.0,8.13,0.0,56.81
124,13.12,50.78,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.52,178.82,92.32,11109.68,0.0,8.12,0.0,55.33
125,12.53,47.79,0.0,2.64,0.0,0.0,0.0,0.0,0.0,-1.24,-0.0,-8.52,178.82,92.32,11114.71,0.0,8.09,0.0,53.2
126,11.75,44.79,0.0,2.79,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.23,180.0,92.32,11119.74,0.0,8.08,0.0,52.09
127,10.59,40.65,0.2,3.09,0.0,0.0,0.0,0.0,8.42,-0.0,-0.0,-0.0,180.0,92.32,11124.01,0.0,8.2,0.0,62.96
128,9.37,36.04,3.79,3.44,0.0,0.0,0.0,0.0,13.65,-0.0,-0.0,-0.0,180.0,92.32,11105.29,0.0,8.24,0.0,66.29
129,7.63,30.55,11.84,3.59,0.0,0.0,0.0,0.0,18.04,-0.0,-0.0,-0.0,180.0,92.32,11074.96,0.0,8.29,0.0,71.65
130,6.85,27.1,17.94,3.61,0.0,0.0,0.0,0.41,21.25,-0.0,-0.0,-0.0,180.0,92.32,11034.87,0.0,8.36,0.0,77.16
131,7.44,27.0,17.21,3.81,0.0,0.0,6.9,0.0,21.25,-0.0,-0.0,-0.0,180.0,91.89,10987.65,0.0,8.43,0.0,83.61
132,8.07,26.3,13.77,3.77,0.0,0.0,9.3,1.69,21.25,-0.0,-0.0,-0.0,172.34,91.89,10940.43,0.0,8.43,0.0,84.15
133,8.31,24.71,9.8,3.55,0.0,0.0,9.3,0.42,21.25,-0.0,-0.0,-0.0,162.0,90.11,10893.2,0.0,8.36,0.0,77.33
134,8.23,22.56,5.87,3.38,0.0,0.0,7.67,0.0,20.86,-0.0,-0.0,-0.0,151.67,89.67,10845.98,0.0,8.26,0.0,68.56
135,8.59,23.24,1.73,3.4,0.0,0.0,8.23,0.0,21.25,-0.0,-0.0,-0.0,143.15,89.67,10799.63,0.0,8.24,0.0,66.45
136,9.35,26.17,0.0,3.37,0.0,0.0,0.0,3.78,21.25,-0.0,-0.0,-0.0,134.0,89.67,10752.41,0.0,8.21,0.0,63.93
137,9.84,28.21,0.0,3.6,0.0,0.0,9.3,0.0,15.11,-0.0,-0.0,-0.0,134.0,85.7,10705.18,0.0,8.23,0.0,66.06
138,10.13,29.59,0.0,4.12,0.0,0.0,0.0,4.9,21.25,-0.0,-0.0,-0.0,123.67,85.7,10671.61,0.0,8.28,0.0,69.99
139,10.42,30.95,0.0,4.24,0.0,0.0,1.1,0.0,21.25,-0.0,-0.0,-0.0,123.67,80.54,10624.39,0.0,8.25,0.0,67.97
140,10.66,32.13,0.0,4.08,0.0,0.0,9.3,0.0,14.41,-0.0,-0.0,-0.0,122.44,80.54,10577.17,0.0,8.28,0.0,70.58
141,10.77,33.1,0.0,3.56,0.0,0.0,0.0,0.0,18.18,-0.0,-0.0,-0.0,112.11,80.54,10545.14,0.0,8.23,0.0,65.61
142,10.79,32.68,0.0,3.37,0.0,0.0,0.0,0.0,12.04,-0.0,-0.0,-0.0,112.11,80.54,10504.74,0.0,8.15,0.0,58.89
143,10.84,31.41,0.0,3.33,0.0,0.0,0.0,0.0,9.46,-0.0,-0.0,-0.0,112.11,80.54,10477.99,0.0,8.11,0.0,55.04
144,10.84,29.89,0.0,3.15,0.0,0.0,0.0,0.0,8.99,-0.0,-0.0,-0.0,112.11,80.54,10456.97,0.0,8.09,0.0,52.87
145,10.81,29.27,0.0,2.84,0.0,0.0,0.0,0.0,9.09,-0.0,-0.0,-0.0,112.11,80.54,10436.99,0.0,8.08,0.0,52.01
146,10.56,29.52,0.0,2.78,0.0,0.0,0.0,0.0,7.24,-0.0,-0.0,-0.0,112.11,80.54,10416.8,0.0,8.06,0.0,50.1
147,10.09,29.28,0.0,2.74,0.0,0.0,0.0,0.0,10.35,-0.0,-0.0,-0.0,112.11,80.54,10400.7,0.0,8.08,0.0,52.46
148,9.52,27.9,0.0,2.63,0.0,0.0,0.0,0.0,12.67,-0.0,-0.0,-0.0,112.11,80.54,10377.7,0.0,8.09,0.0,52.72
149,9.04,26.59,0.0,2.6,0.0,0.0,0.0,0.0,13.8,-0.0,-0.0,-0.0,112.11,80.54,10349.55,0.0,8.08,0.0,52.03
150,8.33,26.05,0.0,2.71,0.0,0.0,0.0,16.46,0.0,-0.0,-0.0,-0.0,112.11,80.54,10318.88,0.0,8.1,0.0,53.55
151,7.16,25.29,0.53,3.01,0.0,0.0,2.28,0.0,21.25,-0.0,-0.0,-0.0,112.11,63.21,10318.88,0.0,8.16,0.0,59.53
152,5.87,23.12,5.97,3.32,0.0,0.0,4.69,0.0,21.25,-0.0,-0.0,-0.0,109.58,63.21,10271.66,0.0,8.21,0.0,64.22
153,4.71,21.47,13.45,3.48,0.0,0.0,7.89,0.0,21.25,-0.0,-0.0,-0.0,104.36,63.21,10224.44,0.0,8.3,0.0,72.25
154,3.97,20.92,19.61,3.91,0.0,0.0,0.0,3.08,21.25,-0.0,-0.0,-0.0,95.59,63.21,10177.21,0.0,8.31,0.0,72.74
155,3.84,20.74,22.86,3.99,0.0,0.0,1.51,0.0,21.25,-0.0,-0.0,-0.0,95.59,59.96,10129.99,0.0,8.32,0.0,74.19
156,4.05,20.06,21.3,3.96,0.0,0.0,3.51,0.0,21.25,-0.0,-0.0,-0.0,93.91,59.96,10082.77,0.0,8.32,0.0,74.12
157,4.34,18.72,17.73,3.77,0.0,0.0,4.7,0.0,21.25,-0.0,-0.0,-0.0,90.02,59.96,10035.55,0.0,8.28,0.0,70.52
158,4.74,17.5,11.55,3.39,0.0,0.0,4.28,0.0,21.25,-0.0,-0.0,-0.0,84.8,59.96,9988.33,0.0,8.2,0.0,62.72
159,5.32,17.54,3.96,3.25,0.0,0.0,8.42,0.0,21.25,-0.0,-0.0,-0.0,80.04,59.96,9941.1,0.0,8.16,0.0,59.75
160,5.73,18.29,0.01,3.29,0.0,0.0,9.3,0.91,21.25,-0.0,-0.0,-0.0,70.68,59.96,9893.88,0.0,8.15,0.0,58.78
161,5.89,18.0,0.0,3.48,0.0,0.0,9.3,0.37,21.25,-0.0,-0.0,-0.0,60.35,59.0,9846.66,0.0,8.15,0.0,58.28
162,5.91,17.21,0.0,3.95,0.0,0.0,9.3,17.5,6.26,-0.0,-0.0,-0.0,50.01,58.62,9799.44,0.0,8.17,0.0,60.13
163,5.95,16.58,0.0,4.13,0.0,0.0,9.3,5.27,21.25,-0.0,-0.0,-0.0,39.68,40.19,9785.53,0.0,8.19,0.0,62.48
164,6.14,16.07,0.0,4.17,0.0,0.0,9.3,5.77,21.25,-0.0,-0.0,-0.0,29.35,34.65,9738.31,0.0,8.2,0.0,62.7
165,6.56,16.62,0.0,3.89,0.0,0.0,7.81,0.0,21.25,-0.0,-0.0,-0.0,19.01,28.58,9691.08,0.0,8.12,0.0,56.14
166,7.21,17.99,0.0,3.82,0.0,0.0,0.0,5.05,21.25,-0.0,-0.0,-0.0,10.33,28.58,9643.86,0.0,8.12,0.0,55.34
167,7.93,19.45,0.0,3.91,0.0,0.0,0.0,1.13,19.6,-0.0,-0.0,-0.0,10.33,23.26,9596.64,0.0,8.08,0.0,52.02
